web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699702371-3638","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","""Those voices must be as diverse as possible.","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3639","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","""The appointment of these four new members of the Athletes’ Commission complements the outstanding skills and experience of the Commission and ensures we have great representation across different sports and regions of the world.","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3640","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","""We look forward to working with each of them in the years ahead as they play a vital role in representing the interests of the global athlete community.""","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3641","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","Recently, French biathlete Martin Fourcade and Alpine skier Frida Hansdotter of Sweden were appointed to the Athletes’ Commission during the Beijing 2022 Winter Olympics.","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3642","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","Athletes’ Commission chair Terho said she is looking forward to working with the latest appointments.","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3643","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","""Together with my fellow Commission members, we are very much looking forward to working together with Allyson, Alistair, Oluseyi and Masomah,"" Terho said.","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702371-3644","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Zada becomes first refugee athlete on IOC Athletes’ Commission","https://www.insidethegames.biz/articles/1126241/zada-ioc-athletes-commission","""They will bring invaluable expertise and input to the Commission from athletes in their sports and regions, ensuring that we represent the voice of athletes around the world.""","Cyclist Masomah Ali Zada, who was born in Afghanistan, has become the first refugee athlete to join the Athletes’ Commission of the International Olympic Committee (IOC)."
"1699702376-3645","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","Papua New Guinea cruised to a 3-0 win over Samoa at the ANZ Stadium in Suva before hosts Fiji secured a 3-1 victory against Solomon Islands.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3646","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","Charlie Yanding scored the opener for Papua New Guinea in the 44th minute of the first semi-final before a second half brace from Meagen Gunemba sealed the victory.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3647","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","In the second semi-final, the hosts did not have the best of starts with Ileen Pegi breaking the deadlock from a penalty for Solomon Islands in the 11th minute.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3648","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","However, the joy was short-lived as Cema Nasau starred for Fiji with a double.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3649","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","Her first goal came in the 14th minute before adding another one 14 minutes later.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3650","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","Luisa Tamanitoakula then put the result beyond doubt with an 83rdminute strike.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3651","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","Jayda Stewart of Samoa is currently leading the race for the golden boot on five goals.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3652","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","However, Meagen Gunemba and Ramona Padio of Papua New Guinea on four goals each have one more chance to better their tally.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702376-3653","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","Papua New Guinea and Fiji to fight for OFC Women's Nations Cup trophy","https://www.insidethegames.biz/articles/1126254/png-fiji-ofc-footabll","The winner of the final will qualify for the inter-confederation play-offs of the 2023 Women’s FIFA World Cup in Australia and new Zealand.","Papua New Guinea and Fiji qualified for the OFC Women's Nations Cup final after beating Samoa and Solomon Islands respectively."
"1699702381-3654","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","Senators Dianne Feinstein and Alex Padilla along with Representatives Julia Brownley, Alan Lowenthal, and Grace Napolitano introduced the Transportation Assistance for Olympic Cities Act, which will aid in planning assistance and innovative transportation projects in United States cities hosting the Olympics, Paralympics, and Special Olympics.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3655","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""Los Angeles will welcome the world to the Olympic and Paralympic Games in 2028,"" said Senator Feinstein.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3656","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""Making smart transportation investments now will help the city prepare to host the Games, which will provide both short and long-term benefits for the entire region.""","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3657","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","The Transportation Assistance for Olympic Cities Act directs the U.S. Department of Transportation (DOT) to provide transport assistance for the Games and international events, including intermodal transportation plans and expediting federal review of requests with regards to such events.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3658","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","It also helps DOT to provide funding for temporary facilities, equipment, operations, and maintenance that meet the extraordinary needs associated with hosting major events.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3659","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","The legislation is similar to the one passed in 1998 to provide transportation assistance during the Salt Lake City 2002 Winter Olympics.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3660","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""While the eyes of the world will be on the Olympic and Paralympic Games in Los Angeles in 2028, the work preparing our region for this grand stage is already starting,"" said Senator Padilla.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3661","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""The transportation plans made in the coming years will not only make the Olympics and Paralympics run smoothly, but will also be an investment that will benefit commuters and the region for decades to come.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3662","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""This will be a major event in both Los Angeles and American history, that’s why I’m also introducing legislation to make a commemorative coin that will honour the 2028 Games and its legacy youth sports programmes.""","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3663","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","Senators Padilla, Feinstein, Mitt Romney and Representative Brad Sherman introduced the LA28 Olympic and Paralympic Games Commemorative Coin Act, which will direct the treasury to issue four commemorative coins for the Games.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3664","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""The Olympics showcase the greatness of the human spirit, and it was one of the greatest honours of my life to organise the 2002 Salt Lake Games,"" said Senator Romney.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3665","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","""I’m pleased to cosponsor this legislation, which will direct the Treasury to mint coins in commemoration of the upcoming Los Angeles 2028 Olympic and Paralympic Games - without costing the Federal Government a dollar.""","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3666","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","Commemorative $5 (£4/€5) gold coins, $1 (£0.80/€0.98) silver coins, half dollar clad coins, and proof silver $1 coins will be minted as part of the Act.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702381-3667","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=74","California lawmakers introduce legislation which would aid LA28 transport funding","https://www.insidethegames.biz/articles/1126296/la28-coins-transportation","Excess funds collected from the sale of these coins will help support the Games and its legacy programmes, including promoting youth sports.","Two new legislations - the Transportation Assistance for Olympic Cities Act and the LA28 Olympic and Paralympic Games Commemorative Coin Act - have been introduced in California to support the Summer Games, set to be held in Los Angeles in six years."
"1699702393-3668","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","The passing of the Torch Relay through Kashmir on July 21 was cited as a reason for the withdrawal.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3669","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","In a statement to Radio Pakistan, Pakistan’s foreign office spokesperson Asim Iftikhar said: ""India chose to politicise this prestigious international sporting event.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3670","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","""Pakistan was invited by the International Chess Federation (FIDE) to participate in the Chess Olympiad.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3671","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","""A Pakistani contingent was already training for this event.""","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3672","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","India’s Ministry of External Affairs (MEA) has reacted to the announcement with spokesperson Arindam Bagchi saying that the decision from Pakistan is ""surprising"".","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3673","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","""It is surprising that Pakistan has taken a decision not to participate in Chess Olympiad even after their team reached India,"" the MEA spokesperson said.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3674","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","China have also decided to not send a team for the event while FIDE has banned Russian and Belarusian teams in response to the war in Ukraine.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3675","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","The event in Chennai will be inaugurated by India’s Prime Minister Narendra Modi.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3676","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","Tamil Nadu Governor RN Ravi, Chief Minister MK Stalin and Union Minister for Youth Affairs and Sports Anurag Thakur will also be present for the Opening Ceremony at the Jawaharlal Nehru Indoor Stadium today.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702393-3677","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Pakistan withdraws from Chess Olympiad after Torch Relay passes through Kashmir","https://www.insidethegames.biz/articles/1126303/chess-olympiad-pakistan","The event is scheduled to be held in Mamallapuram, about 50 kilometres from Chennai.","Pakistan has withdrawn from the 44th Chess Olympiad in Chennai, India, accusing the hosts of trying to ""politicise"" the event."
"1699702397-3678","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","The Olympic House provides an understanding of a country and its culture and nations across the globe use it as a platform to strengthen their involvement in the Olympic Movement.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3679","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","The deal will see RIL become the IOA’s principal partner, helping the country’s athletes as they prepare for major multi-sport events including the Olympics, Asian Games and the Commonwealth Games.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3680","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""It is our dream to see India take centre stage in the global sporting arena,"" International Olympic Committee (IOC) member Nita Ambani said.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3681","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""Our partnership with the IOA reinforces Reliance Foundation’s deep commitment to supporting and empowering young athletes across the country with world-class infrastructure and opportunities,"" added Ambani, who is also the non-executive director of RIL.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3682","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""We are also very excited to host the first-ever India House at the Paris Olympic Games in 2024.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3683","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""It will be a great opportunity to showcase India's immense talent, potential, and aspiration to the world.""","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3684","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","IOA secretary general Rajeev Mehta thanked RIL for its ""continued support"" over the years.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3685","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""It will be a momentous occasion to have an India House at Paris 2024,"" Mehta said.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3686","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","""This is a giant step in reiterating India’s commitment to the Olympic Movement.""","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3687","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","Mumbai is set to host the 140th IOC Session in June next year at the newly developed Jio World Centre.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3688","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","The Session will also coincide with the 75th year of independence.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702397-3689","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","IOA to host first-ever India House at Paris 2024 after deal with Reliance","https://www.insidethegames.biz/articles/1126346/ioa-reliance-partnership","The IOA, however, is facing a risk of suspension from the IOC due to governance issues, if it does not hold elections in the coming weeks.","The Indian Olympic Association (IOA) has signed a long-term partnership with Reliance Industries Limited (RIL), which will see the country host its first Olympic House at Paris 2024."
"1699702405-3690","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","The National Measurement Institute re-tested samples kept in storage for the past four to eight years, with priority given to those competing at the Birmingham 2022 Commonwealth Games.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3691","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","""Retesting as science advances is a powerful means for advancing clean sport,"" Sport Integrity Australia’s chief science officer Dr Naomi Speers said.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3692","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","""It is an encouraging result for clean sport, it also shows that Australian athletes have a commitment to clean sport.""","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3693","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","Sport Integrity Australia (SIA) is a member of the Anti-Doping Taskforce for Birmingham 2022, which was headed up by UK Anti-Doping and the Commonwealth Games Federation.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3694","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","In partnership with Commonwealth Games Australia, SIA also conducted a pre-Games testing programme and an education programme.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3695","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","A total of 650 samples have been collected in the last 12 months from Australian athletes competing in Birmingham.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3696","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","They were also asked to undergo mandatory completion of online courses, including anti-doping fundamentals and child safeguarding in sport induction.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3697","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","All participants were required to complete the Birmingham Commonwealth Games Induction course.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3698","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","SIA chief executive David Sharpe praised the leadership of Commonwealth Games Australia.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3699","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","""Craig Phillips has been a major supporter of Sport Integrity Australia and the broader integrity framework, and this is a very important progression in the collaboration between CGA and Sport Integrity Australia,"" Sharpe said.","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3700","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","""I am confident this will be the template in the future with our staff embedded with Australian teams for major competitions.""","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
"1699702405-3701","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=73","Zero positive doping cases reported in Australia's re-analysis of Gold Coast 2018 samples","https://www.insidethegames.biz/articles/1126350/australia-zero-positive-cases","Additionally, a review of the Therapeutic Use Exemption (TUE) status of the Australian Commonwealth Games team was also conducted by the Australian Sports Drug Medical Advisory Committee (ASDMAC).","Australia have reported zero positive doping tests from the re-analysis of storage samples of 90 athletes, from the Gold Coast 2018 Commonwealth Games."
